168,eb3dd514-7013-49dd-b726-4420cf23a7fa,405,\N
115,941dcd7b-e7e9-4284-bf1c-cfe7835f1875,187,\N
115,941dcd7b-e7e9-4284-bf1c-cfe7835f1875,110,\N
254,44f014e1-b1e9-4cf9-8ba4-7a8dc3c68b42,287,\N
263,44f014e1-b1e9-4cf9-8ba4-7a8dc3c68b42,167,\N
262,44f014e1-b1e9-4cf9-8ba4-7a8dc3c68b42,290,\N
20,eb3dd514-7013-49dd-b726-4420cf23a7fa,161,\N
22,eb3dd514-7013-49dd-b726-4420cf23a7fa,181,\N
15,eb3dd514-7013-49dd-b726-4420cf23a7fa,437,\N
20,eb3dd514-7013-49dd-b726-4420cf23a7fa,230,\N
116,941dcd7b-e7e9-4284-bf1c-cfe7835f1875,404,\N
282,44f014e1-b1e9-4cf9-8ba4-7a8dc3c68b42,112,\N
261,44f014e1-b1e9-4cf9-8ba4-7a8dc3c68b42,289,\N
235,44f014e1-b1e9-4cf9-8ba4-7a8dc3c68b42,376,\N
263,44f014e1-b1e9-4cf9-8ba4-7a8dc3c68b42,395,\N
15,eb3dd514-7013-49dd-b726-4420cf23a7fa,119,\N
154,eb3dd514-7013-49dd-b726-4420cf23a7fa,138,\N
161,eb3dd514-7013-49dd-b726-4420cf23a7fa,161,\N
165,eb3dd514-7013-49dd-b726-4420cf23a7fa,181,\N
150,eb3dd514-7013-49dd-b726-4420cf23a7fa,119,\N
161,eb3dd514-7013-49dd-b726-4420cf23a7fa,230,\N
150,eb3dd514-7013-49dd-b726-4420cf23a7fa,437,\N
270,44f014e1-b1e9-4cf9-8ba4-7a8dc3c68b42,349,\N
255,44f014e1-b1e9-4cf9-8ba4-7a8dc3c68b42,222,\N
230,44f014e1-b1e9-4cf9-8ba4-7a8dc3c68b42,205,\N
251,44f014e1-b1e9-4cf9-8ba4-7a8dc3c68b42,90,\N
238,44f014e1-b1e9-4cf9-8ba4-7a8dc3c68b42,275,\N
262,44f014e1-b1e9-4cf9-8ba4-7a8dc3c68b42,423,\N
261,44f014e1-b1e9-4cf9-8ba4-7a8dc3c68b42,422,\N
250,44f014e1-b1e9-4cf9-8ba4-7a8dc3c68b42,386,\N
218,44f014e1-b1e9-4cf9-8ba4-7a8dc3c68b42,311,\N
264,44f014e1-b1e9-4cf9-8ba4-7a8dc3c68b42,291,\N
264,44f014e1-b1e9-4cf9-8ba4-7a8dc3c68b42,396,\N
259,44f014e1-b1e9-4cf9-8ba4-7a8dc3c68b42,162,\N
280,44f014e1-b1e9-4cf9-8ba4-7a8dc3c68b42,111,\N
211,44f014e1-b1e9-4cf9-8ba4-7a8dc3c68b42,1,696749a5-4eca-405c-93c5-f84cc7653d58
115,941dcd7b-e7e9-4284-bf1c-cfe7835f1875,37,50243553-d31d-454e-9cfd-b691ac54ca89
143,f64f4870-9549-477b-8e49-963fd1c9c756,37,50243553-d31d-454e-9cfd-b691ac54ca89
